i_idx,j_idx,L_m,cmd_x,cmd_y,cmd_z,cmd_rx,cmd_ry,cmd_rz,act_x,act_y,act_z,act_rx,act_ry,act_rz,pred_base_x_mm,pred_base_y_mm,pred_base_z_mm,meas_base_x_mm,meas_base_y_mm,meas_base_z_mm,pred_tip_angle_deg,meas_tip_angle_deg,err_x_mm,err_y_mm,err_z_mm,err_xy_mm,err_xyz_mm
0,0,0.02,0.6458941096487977,-0.7112731669220016,-0.1,-3.1426596953947454,-0.0010003396494852076,-0.0010003396494852076,0.645893453041788,-0.711266121822678,-0.1,3.1405330546315633,0.0009948783032641044,0.0009447992704223706,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-17.81211857602311,-0.22609610750605452,0.0,-4.3782340649262973e-13,-0.7272380632262987,2.18788142397695,-0.2260961075059017,-8.371803347232067e-15,2.1995328083965298,2.1995328083965298
0,-5,0.02,0.6464734239115053,-0.6980046888700852,-0.1,3.138618262378458,-0.13603408898115182,0.0009990611471675055,0.6464751425195913,-0.6980119956015706,-0.1,3.1386061197166413,-0.13603170090580727,0.0010483081755212754,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-17.712226857105613,-1.0718362996702362,0.0,-4.3782340649262973e-13,-3.4629685959005845,2.287773142894446,-1.0718362996700832,-8.371803347232067e-15,2.5264083214396655,2.5264083214396655
0,-10,0.02,0.6482069577682892,-0.6848371919478695,-0.1,3.1296698313868756,-0.27280682871486867,0.0009962206825054108,0.6482094025174953,-0.6848440452687523,-0.1,3.1296975549446127,-0.2728341527921885,0.0009735369418083391,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-17.69002552504223,-2.031234585902587,0.0,-4.3782340649262973e-13,-6.55022689906165,2.3099744749578295,-2.031234585902434,-8.371803347232067e-15,3.0760195087032414,3.0760195087032414
0,-15,0.02,0.6510815179797632,-0.6718708887576854,-0.1,3.114763994748915,-0.40905785703352265,0.0009914838869901836,0.6511051259309474,-0.6718664240409203,-0.1,3.1147623410794263,-0.4090248673271858,0.0010303220535554966,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-17.520119448024506,-3.2511277258879137,0.0,-4.3782340649262973e-13,-10.512535454205425,2.4798805519755525,-3.251127725887761,-8.371803347232067e-15,4.088965522244311,4.088965522244311
0,-20,0.02,0.655075227407011,-0.6592044606960777,-0.1,3.093929570743036,-0.5445278688548257,0.0009848599181184353,0.6550775400864441,-0.6592219359785705,-0.1,3.093911752778603,-0.5445306363865475,0.0010596661618622308,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-17.494882823166233,-4.046772519647079,0.0,-4.3782340649262973e-13,-13.024125339721827,2.5051171768338265,-4.046772519646926,-8.371803347232067e-15,4.759409616269376,4.759409616269376
0,-25,0.02,0.6601576915098232,-0.6469343069287938,-0.1,3.0672062621669873,-0.6789590229605379,0.0009763613992272138,0.6601842353390417,-0.6469180976486031,-0.1,3.0672156088583598,-0.6789372245559309,0.0009863330385722915,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-17.21670717089198,-5.038735714151002,0.0,-4.3782340649262973e-13,-16.31292867494738,2.7832928291080803,-5.0387357141508495,-8.371803347232067e-15,5.756350976931804,5.756350976931804
0,-30,0.02,0.6662902296675022,-0.6351538107349239,-0.1,3.0346451303614104,-0.8120954901128086,0.0009660045678406846,0.6662798551525426,-0.6351687473316928,-0.1,3.034636753875369,-0.8121155430373118,0.001027020456912713,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-16.871245333352114,-5.959400568231214,0.0,-4.3782340649262973e-13,-19.45465703594928,3.128754666647946,-5.959400568231061,-8.371803347232067e-15,6.730791996244127,6.730791996244127
0,-35,0.02,0.6734261695617398,-0.6239526288037616,-0.1,2.996308277111807,-0.9436839056496638,0.00095380917877516,0.6734170681662516,-0.6239576037313848,-0.1,2.9963103619917306,-0.9437215284215853,0.0009647658205501996,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-16.64630123103303,-6.648849962944052,0.0,-4.3782340649262973e-13,-21.772706095821842,3.353698768967031,-6.648849962943899,-8.371803347232067e-15,7.446777911466816,7.446777911466816
0,-40,0.02,0.6815112023811429,-0.6134160088932618,-0.1,2.9522688256963416,-1.0734738720885235,0.0009397984919158199,0.681522613026024,-0.6134100555434986,-0.1,2.9522951073871,-1.0734647734971103,0.0009912637106355873,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-16.274059035437222,-7.607577836209281,0.0,-4.3782340649262973e-13,-25.054511215864455,3.7259409645628363,-7.607577836209129,-8.371803347232067e-15,8.471002101604498,8.471002101604498
0,-45,0.02,0.6904837961440794,-0.6036241410431279,-0.1,2.902610721687631,-1.2012184189514101,0.0009239992124621371,0.6904606122233693,-0.6036506877815013,-0.1,2.9025786842487706,-1.201269682880913,0.0009446556470515855,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-15.90891039506302,-8.419760162073691,0.0,-4.3782340649262973e-13,-27.889940874529085,4.09108960493704,-8.419760162073539,-8.371803347232067e-15,9.361056315526818,9.361056315526818
0,-50,0.02,0.7002756639942131,-0.5946515472801917,-0.1,2.8474286270520275,-1.3266744914193014,0.0009064414615485987,0.7002849893058639,-0.5946497427040826,-0.1,2.847439307286702,-1.3266702551045069,0.0009369339325910763,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-15.398455253271814,-9.302659426327661,0.0,-4.3782340649262973e-13,-31.13740348076773,4.601544746728244,-9.302659426327509,-8.371803347232067e-15,10.378520436862972,10.378520436862972
0,-55,0.02,0.7108122839047132,-0.5865665144607884,-0.1,2.7868276751617125,-1.4496033867982872,0.0008871586873784617,0.7108104493214833,-0.5865586975781112,-0.1,2.786836726847764,-1.4495991220491666,0.0008908864915929813,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-14.857453913065394,-10.15327716308245,0.0,-4.3782340649262973e-13,-34.34788982005208,5.142546086934666,-10.153277163082297,-8.371803347232067e-15,11.381336362950334,11.381336362950334
0,-60,0.02,0.7220134658358754,-0.5794305745665507,-0.1,2.7209233305515994,-1.569771233795838,0.0008661876309328199,0.7220153505635086,-0.5794308187637998,-0.1,2.7209425074418316,-1.5697650657293578,0.000884055586234581,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-14.25206669438755,-10.780234667898172,0.0,-4.3782340649262973e-13,-37.10378292767617,5.747933305612509,-10.78023466789802,-8.371803347232067e-15,12.216881630789416,12.216881630789416
0,-65,0.02,0.7337939620297452,-0.5732980364088717,-0.1,2.6498411214608897,-1.6869494143989252,0.0008435682369427647,0.7337825128564408,-0.5733117309770459,-0.1,2.6498234910003067,-1.686964604859135,0.0008506820843182,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-13.552512181705685,-11.520839332760797,0.0,-4.3782340649262973e-13,-40.367485990184726,6.447487818294375,-11.520839332760644,-8.371803347232067e-15,13.202266400067039,13.202266400067039
0,-70,0.02,0.746064115797029,-0.5682155723060595,-0.1,2.5737164368837777,-1.8009150176250783,0.0008193435868050229,0.7460352020828385,-0.5682384950521565,-0.1,2.5737017957635517,-1.8009404883419815,0.0008138637527340392,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-12.773084493724792,-12.284941137708575,0.0,-4.3782340649262973e-13,-43.88398374105629,7.226915506275269,-12.284941137708422,-8.371803347232067e-15,14.253002718438056,14.253002718438056
0,-75,0.02,0.7587305438586368,-0.5642218628788117,-0.1,2.492694241952555,-1.911451247712033,0.0007935598124066845,0.7587346927445147,-0.5642122615205664,-0.1,2.4926929180742894,-1.9114351205232656,0.000803183752444114,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-12.102654291099174,-12.926222341796445,0.0,-4.3782340649262973e-13,-46.884615150092664,7.897345708900884,-12.926222341796292,-8.371803347232067e-15,15.147781793894737,15.147781793894737
0,-80,0.02,0.771696847048821,-0.5613473026673377,-0.1,2.4069288180602935,-2.018347846255743,0.0007662660107655588,0.7716912270852222,-0.5613440610509284,-0.1,2.4069197740431605,-2.0183469799793596,0.0007489554211466936,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-11.433790150034623,-13.478057151718794,0.0,-4.3782340649262973e-13,-49.69117603672291,8.566209849965437,-13.478057151718641,-8.371803347232067e-15,15.969908446157067,15.969908446157067
0,-85,0.02,0.7848643439710363,-0.5596137688105538,-0.1,2.316583456092743,-2.1214014820180864,0.0007375141473268234,0.784883135370939,-0.5596025021031182,-0.1,2.3166028921069284,-2.121395420005314,0.0007755447344324901,-20.00000000000006,-1.5282919971187862e-13,8.371803347232067e-15,-10.489009944583838,-14.048807982110855,0.0,-4.3782340649262973e-13,-53.254529858396765,9.51099005541622,-14.048807982110702,-8.371803347232067e-15,16.965492552603465,16.965492552603465
